90,Mark Allen,59,05303 Steve Viaduct,Jodiview,Vermont,05712,-56.31725800,-13.33991050
91,Michele Castaneda,55,824 Michael Avenue,South Michelleborough,Virginia,52740,-95.62881800,-3.29374450
93,Kelsey Morgan,67,722 Jackson Route Suite 130,Rogersview,Maine,54866,41.88617600,-81.31371050
95,Traci Herrera,42,765 Michael Extension Apt. 767,New Phillip,New Mexico,01416,-171.77840500,47.79078650
96,Joshua Zamora,70,5308 Amanda Ford,Lake Phillip,Georgia,55887,-25.94111100,59.96333300
97,Paul Wright,62,159 Linda Squares Suite 500,Riveramouth,Iowa,42958,165.08505700,49.11681500
98,Michael Boyd,73,89050 Russell Valley,Jonesfort,Delaware,55579,11.24994900,28.26114350
99,Suzanne Jackson MD,66,4095 Shah Crossing Suite 328,West Loriton,Pennsylvania,22665,-27.18782200,30.33351900
105,Scott Newman,52,30468 Ruben Road,Michaelbury,Louisiana,78590,30.06179900,84.55306650
107,Jessica Carter,51,985 Smith Causeway Suite 622,Tranberg,Michigan,57490,-8.66677800,-22.44723100
109,David Jones,52,222 Ashley Gardens,West Barbara,New Jersey,07247,-1.40956800,-6.72696900
110,Jade Gaines,76,0101 Mason Plains Apt. 522,North David,Alabama,10241,-12.16345100,43.79816800
112,Brittany Smith,42,48705 Tyler Run Apt. 038,Heatherport,Pennsylvania,55618,-18.17876300,85.46077650
114,Jennifer Garcia,60,8953 Patrick Mills Suite 704,Deanborough,Delaware,61314,-54.97692900,-25.37543800
115,Suzanne Stone,59,9949 Holt Key Suite 671,Port Jacobmouth,Kansas,61263,-102.01272900,56.86943650
116,Michelle Kim,67,889 James Hill Apt. 738,South Matthewmouth,Mississippi,87787,-147.22592800,22.02225350
117,Brenda Turner,41,1735 William Forest,Port Patrickborough,Kansas,11397,-16.78368800,49.73397350
118,Richard Meyer,50,8181 Justin Road,West Michael,New York,33308,-166.69732900,-54.02452400
121,Sydney Gomez,73,515 Frederick Common,Bonillabury,Pennsylvania,80933,-18.88835500,-4.74090300
122,Catherine Hardy,47,954 Owens Pines,Mayfurt,Idaho,93717,81.28943800,15.62013300
123,Vanessa Terry,75,467 Christina Garden Suite 020,Vangtown,Alaska,37484,144.84333000,19.49061000
124,John Soto,80,587 Scott Prairie,South Ericaburgh,Massachusetts,17517,15.32303300,58.05548300
125,Natalie Neal,46,513 Michael Trail Apt. 957,Mortonborough,Arizona,47440,113.31959700,2.35787650
126,Vincent Perez,66,960 Madison Shoals Suite 003,Hayesmouth,Minnesota,94398,-129.99742400,8.12518100
132,Matthew Bates,56,8071 Dunn Trail,Annmouth,Idaho,07530,108.05217900,-77.13773700
133,Marcus Mills,78,23184 Hurley Fork,Mariaville,Maine,87551,104.56055000,49.24456200
135,John Frank,74,72991 Herman Camp Apt. 185,Lopezside,New York,96903,-10.29268300,38.54043350
139,David Carlson,45,7006 Obrien Ridges Apt. 148,Julieport,South Dakota,96194,-126.39000800,27.19566850
143,Mr. Sean Scott,78,58520 Fisher Vista,West Brendaburgh,North Dakota,67043,25.20797500,-13.89855200
145,Christopher Mueller,75,839 Dodson Fields,Katherinemouth,Michigan,98860,-46.45572700,-37.04744650
147,Susan Garcia DVM,59,851 Wells Island,West Kenneth,Utah,91915,107.33874900,32.98244000
149,Allison Obrien,45,1627 Matthew Manor Apt. 287,Kevinbury,Ohio,87424,-30.11114800,-13.90989550
151,Teresa Hodges,58,6553 Smith Fork,Kellerport,Delaware,29164,11.78099900,44.84003100
154,Diane Jordan,47,14780 Mike Stravenue,North Robertchester,Arkansas,53311,-166.60985000,-67.78662750
155,Morgan Taylor,63,63186 Martin Road Suite 033,Bryanland,Missouri,16144,-143.79809600,-85.92316250
156,Katherine Walsh DDS,67,488 Bates Grove,Lake Ian,California,07735,-167.82538800,68.10516400
157,Tyler Garcia,78,096 Adkins Mews,East Hannah,Utah,76720,-16.25761500,-16.81791000
159,Shannon Anderson,66,675 Mary Heights Apt. 450,New Cindy,New Hampshire,77784,-99.12055800,-22.29416350
160,Jake Nunez,53,553 Marsh Passage,Ashleyburgh,Arizona,92200,135.94194000,3.72328400
161,Joshua Rice,42,26660 Stanley Burgs,Mcdonaldbury,Massachusetts,53407,148.73600000,69.17120650
163,Tyler Waters,64,30741 Velez Neck,Brandonberg,Connecticut,44546,-110.31524800,38.90718950
166,Emily Martinez,62,40990 Allison Mills Suite 704,South Christian,North Carolina,93302,-17.89358900,32.30866400
167,Daniel Douglas,56,9456 Chad Prairie,Lisamouth,Tennessee,41188,-92.18794500,25.11808050
168,Kimberly Gallagher,43,29226 Joseph Heights,Choiville,Rhode Island,45781,-123.13774900,6.02958000
170,David Wheeler,44,5992 Krueger Landing,Lake Randall,Illinois,76253,14.70825900,-78.36138800
171,Keith Flores,76,74388 Ramos Trail,South Julie,Montana,66560,176.80572300,88.92163100
172,Marcus Bean,74,221 Smith Corners Apt. 280,Port Maryfurt,Minnesota,57494,74.79770700,41.88344750
173,Patrick Green,77,914 Linda Plaza Apt. 773,Dianaville,Washington,08979,87.51959500,13.79636000
174,Rachel Jones,70,75568 Alex Grove Apt. 976,Michaelburgh,Nebraska,43819,106.67655000,10.83919700
175,Angel Estes,56,734 Jackson Brook,Watsontown,Arizona,65301,175.22965300,-79.65056150
176,Angela Patrick,42,44934 Hill Shoals Apt. 860,Jefffurt,Florida,48092,164.52556600,26.14479250
177,Theresa Porter,52,5908 Jaime Radial,Brettland,Delaware,81042,34.63102200,-47.29529850
178,Tracy Cole,74,299 Sullivan Hills,Danielstad,Illinois,55837,20.44473000,40.24353350
180,Alison Bruce,68,285 Michael Fort,Lake Erin,Wyoming,26291,30.63033300,9.64449850
181,Robert Greene MD,48,91968 Evan Parkways,Hunterfurt,Louisiana,57200,173.85841000,85.12483700
183,Jeffrey Oliver,72,1634 Flores Track,Craigberg,Georgia,31743,-19.64694400,-81.24029650
184,Manuel Lyons,57,360 Daugherty Oval Apt. 590,North Toddburgh,Illinois,33558,-91.91834700,-48.15506250
185,Walter Rodriguez,68,5279 Jennifer Knolls Suite 570,South Douglas,Florida,86836,-57.98830700,86.25696550
187,Edward Gonzales,79,85920 Gray Trail,Lake Melissa,Illinois,50735,-135.84002100,-2.04379500
190,Tara Dunn,43,465 Jimenez Corner Suite 796,South Amanda,Maine,32270,166.49730600,-49.78161500
192,Michael Taylor,50,502 Perkins Street,Theresamouth,California,84481,122.25507600,-64.65933550
193,Amy Mclean,70,2996 Christopher Cliff Apt. 575,Newtonport,Massachusetts,46679,-167.74843600,48.36728200
194,Aaron Jacobs,75,548 Crawford Station Suite 688,East Baileyhaven,Oregon,20677,61.48234300,9.42268100
196,Kathleen Kerr,51,106 Cardenas Springs Suite 357,Carrieberg,California,15524,-12.26790900,-69.65075350
197,Robert Wallace,50,26346 Nguyen Walks,South Brooke,Arkansas,13222,105.39982300,-71.68854450
199,Joshua Berger,53,23335 Chapman Isle Apt. 934,Port Joshua,Ohio,08691,-70.21743700,-70.50138200
200,David Smith,78,704 Soto Rapid Apt. 246,Melissatown,Iowa,07807,4.20248300,-22.09686950
201,Larry Johnston,48,094 Kramer Club Apt. 466,North Jenna,Wisconsin,09674,-29.76845200,-38.82946250
203,Francisco Lloyd,70,69571 Mcclain Pines Apt. 170,Williamschester,Texas,12474,-144.65125100,-18.36994500
204,Ashley Snyder,54,99282 Matthew Lights Suite 433,Rogerport,Iowa,14195,171.41750600,-55.58401050
209,Dawn Smith,43,078 Smith Vista,North Margaretborough,Texas,99269,50.25891900,-42.10314000
210,Madison Johnson,78,44896 David Grove Apt. 772,Victoriaborough,Virginia,54980,148.92631700,67.53940650
212,Ashley Monroe,59,58783 Miller Station,Santostown,Virginia,76549,-90.26722000,-83.94045850
213,Henry Gillespie,75,306 Laura Bypass Suite 131,Anthonyview,Oregon,07543,-82.32695600,-80.19609600
214,Dawn Wong,70,826 Jessica Junction,New Angelahaven,California,25701,-95.33692400,27.41014000
217,Randy Shaw,68,931 Cody Rest,Walshmouth,Virginia,46796,-59.51063600,47.98953400
218,Reginald Stone,74,308 Quinn Lights Apt. 681,Garyhaven,North Dakota,68583,-161.04989200,-6.65417750
219,Gary Stanley,75,8360 Ann Cliffs Suite 521,East Nicholasville,Nebraska,26251,-116.07823000,-33.16892200
220,Karen Richard,59,764 Simmons Hill,Rogerland,Minnesota,22922,54.82125200,-48.90320900
223,Michelle Hall,48,531 Edwards Row Apt. 553,North Josephburgh,Maryland,98383,174.93737700,-67.61151600
224,Terry Brown,61,5582 Johnson Knoll Apt. 430,West Kari,North Carolina,53443,-72.55672200,88.03391950
225,Amber Underwood MD,72,0851 Jacobs Glens Suite 113,Cookmouth,New Jersey,93419,-161.66201700,-56.69931500
226,Gail Lam,52,6353 Contreras Manor,Port Josephfort,Indiana,16612,-44.54480700,-23.69987500
227,Joyce Gomez,57,6883 Erica Shoals,South Dave,Colorado,65864,108.75429200,-32.37514300
228,James Johnson,64,3956 William Crossroad Suite 045,New Bonnieville,Texas,04646,156.38290000,35.69745750
229,Leslie Hardin,71,2218 Rodriguez Island Apt. 129,West Jordanmouth,Iowa,85720,134.13178400,-69.84599450
230,Christopher Smith,44,9926 Ho Light Suite 660,New Charlesberg,Vermont,96020,51.32181500,-86.44253900
231,Matthew Gonzalez,71,22001 Brenda Courts,Mckinneyfort,Nevada,22486,-57.80795700,-61.44448200
232,Nicole Mccoy,53,32947 Amber Lane Apt. 098,Port Stephanieberg,Hawaii,34411,107.15473900,-21.34677800
233,April Phillips MD,71,76058 Haley Burgs Apt. 680,Marioborough,Missouri,36184,-155.27110200,72.72840700
234,Anna Miller,67,47535 Bryan Corners,New Judy,Oregon,50743,-79.36244500,-4.93594650
239,Thomas Williams,43,228 Cook Stream,Priceville,Washington,23540,-4.58193500,60.43788000
241,Lori Peters,48,5587 Pamela Landing Apt. 111,Lake Melissa,Oklahoma,19899,-36.16506100,3.64009900
244,Thomas Marquez,79,38821 Butler Circle,South Andrea,Kansas,33593,144.53523800,-24.62555700
246,Randy Jimenez,58,6431 Tamara Mountain Suite 510,Rebeccachester,Virginia,42911,-159.57822600,31.70171750
247,Jordan Walker,64,47371 Robinson Curve,Gregorychester,Delaware,25441,119.01141100,23.26962200
249,Michael Montoya,43,00773 Perez Drive Apt. 490,East Amy,South Carolina,03721,-13.52968400,33.48020100
250,Meagan Webster,44,1882 Combs Loop Suite 558,Pollardburgh,Kansas,14479,94.57133900,37.48726850
251,Robert Lawrence MD,66,489 David Keys,West Lisa,Pennsylvania,21891,-102.59121800,33.06707550
252,Holly Jones,57,1382 Russell Squares,Garymouth,Nevada,34920,-131.83722100,53.89619000
254,Stephen Taylor,57,7748 Carla Crescent Apt. 657,South Steve,Kansas,55010,125.77589400,50.78340850
255,Mercedes Campbell,60,2331 Donald Station,New Audreyton,Maine,69127,-89.71928700,-11.75918200
256,Krista Murphy,54,0266 Michael Wall,Danielleborough,Texas,61209,-26.18682500,-29.94775850
257,Taylor Shaffer,63,433 Pamela Causeway,Hansenberg,Pennsylvania,09548,71.32922300,45.83886650
258,Henry Hill,63,6967 Anthony Street Suite 010,Bensonside,North Dakota,73397,177.76873000,38.31033050
259,Brett Reilly,44,50181 Stevens Estate,Lake Sonya,Oregon,68915,100.44069800,43.32069400
260,Debra Ross,59,278 Kidd Falls,Michaelhaven,South Carolina,42505,-161.22874900,51.06548700
263,Rita Keller,43,5970 Kevin Shores Suite 723,South Jonathonland,Texas,55554,117.03265400,70.78143050
264,Megan Taylor,44,240 Nguyen Avenue,New Dylanborough,California,22258,-122.12761600,76.14256200
265,Christopher Mitchell,50,466 Alexander Mall,New Erica,Arizona,24719,-170.45089400,-9.30456650
266,Shane Carpenter,54,708 Rose Cape,Lake Lisa,North Dakota,18835,-61.97298500,62.72930800
267,Steve Cook,75,185 Kaitlin Shoal,New Kenneth,Vermont,49623,127.77444400,74.41474650
269,Carol Rodriguez,52,763 Arnold Coves Apt. 928,Lake Briannaside,Indiana,57891,-76.56853200,-26.59864550
272,David Martinez,69,504 Michael Island,Williamschester,Georgia,88517,-9.40056400,-8.06014900
273,Jason Hudson,74,63743 Hamilton Plain,Maryside,Texas,72693,135.32990100,47.56551000
274,Valerie Johnson,78,840 Anderson Well,East David,Tennessee,20829,-8.53978100,68.62348850
275,Kayla Scott,48,8627 James Stream Apt. 648,Amyview,Louisiana,18524,3.66757300,-27.81912250
277,Molly Ford,76,80154 Carter Parks,Tamarashire,Washington,37680,-41.24455800,-37.37691750
278,Amber Grant,44,90237 Rose Glens,East Robinton,Tennessee,33958,158.41457500,-6.57559600
281,Michael Williams,77,117 Monroe Groves,West Jennifer,Illinois,21187,-83.43047100,2.54847900
286,Lindsey Melton,74,009 Heather Field Suite 564,East Robertland,New York,15241,-52.72803200,17.82283500
287,Kathleen Gomez,66,881 Henry Spurs,Alanmouth,Florida,34083,-83.99272000,-34.45705850
288,Amanda Rush,44,502 Elizabeth Place,Matthewbury,Delaware,39238,70.24278600,-54.43071500
290,Charlotte Summers,57,67690 Amber Throughway,South Ambershire,Nevada,27294,-118.93644300,21.03669600
292,Donna Smith,79,12713 House Key Apt. 160,South Luistown,Michigan,45043,-28.62555000,3.04215650
293,Frederick Contreras,77,01253 Harold Mission Apt. 688,Roberttown,Oklahoma,59701,10.94214900,57.56805550
294,John Tate,72,1456 Fernandez Rest,North Morgan,Rhode Island,71012,-126.48887800,-56.52968600
296,Travis Turner,41,00628 Walter Trail Apt. 460,Kristishire,Arizona,05527,163.40505900,-5.07608350
299,Bobby Haley,61,299 Sara Roads,West Jason,Montana,02589,40.09267200,-86.52936900
300,Steven Wallace,58,1311 Sean Hollow Apt. 875,Port Ambertown,Louisiana,22585,39.39536200,-60.86368350
301,Stephanie Taylor,42,34124 Craig Cape,Elizabethview,Hawaii,61160,169.59453500,69.15257750
302,Maria Bender,76,487 Samuel Mountains,New Josehaven,South Carolina,10659,150.74222300,-18.81919100
303,Jose Choi,77,1941 Michelle Park,West Erinburgh,Texas,04187,-169.83836500,60.16275450
304,Ricardo Velasquez DVM,56,5122 Baker Divide Apt. 024,New Tanya,Massachusetts,53123,62.58726700,78.60411300
305,Mario Booker,76,1711 Hannah Ford Apt. 852,South Joshuahaven,Alaska,22401,122.65241200,20.75548150
306,Joanne Weiss,62,49562 Hanson Port,West Rita,Massachusetts,16474,105.27024900,-38.02947100
308,Donna Anderson,51,631 Copeland Estates Apt. 602,Lake Danielle,Oregon,74302,71.75737400,-48.52857500
309,Connor Rivera,60,9189 Gregory Forge,Port Gregory,Florida,55728,83.73763600,6.69412500
310,Becky Ford,56,206 Danielle Lakes Suite 506,West Brendafort,North Dakota,96837,27.39522700,-26.27899500
311,Kimberly Clark,67,62190 Irwin Valleys,Hugheshaven,Michigan,53225,148.66562800,61.88151750
313,Laura Cunningham,80,95731 Sheila Port Apt. 069,Laurenchester,North Dakota,01591,-61.47583400,73.22880000
314,Ethan Brown,67,3916 Palmer Street Apt. 273,Harveyport,Tennessee,51199,-22.48917900,15.60549500
316,Aaron Berg,47,1565 Laurie Cape Suite 520,Port Melanie,Nebraska,40577,-156.18415200,-5.91490050
318,Dillon Hall,42,8422 Sandoval Courts Apt. 964,Bakerstad,Illinois,29625,166.86090500,13.29145700
320,Morgan Warner,42,6275 Sanders Hollow,Port Johnberg,Oregon,53807,-50.33309100,-73.53627050
321,Larry Shields,75,25204 Lewis Divide Apt. 977,Christinaview,Rhode Island,06659,-34.13565800,-51.91441500
322,Robert Wolf,43,7353 Misty Wall,New Charlotte,West Virginia,35741,-75.33955400,48.15840900
323,Ruth Zamora,57,48804 Heather Station,Port Sheilaton,Wyoming,74265,41.19797800,-38.79260350
325,Daniel Jones,70,9780 Meza Courts,Wrightberg,Washington,44260,-23.98130400,77.09584250
326,Jennifer Nash,69,98846 Jackson Brooks Apt. 041,West Keith,Alabama,37436,-126.82000600,39.70322100
328,Debbie Moore,57,9275 Hanna Court Suite 367,Hudsonland,Utah,37630,-135.11037100,81.50244050
329,Oscar Whitaker,71,99797 Danielle Place Suite 423,Stephenborough,Indiana,36164,-59.62058200,72.40460900
332,Natalie Hunt,48,9479 Hobbs Streets Suite 841,West Katieton,Louisiana,19209,-125.34923200,73.32416850
335,Darrell Long,52,620 Holly Points Suite 641,Scottport,Mississippi,75754,-111.77423700,77.82154100
336,Robert Tate,70,1633 Gordon Locks,Ortegaborough,Minnesota,93109,-165.99692300,75.19704850
337,Richard Rogers,54,403 Hernandez Bypass Suite 325,Snyderview,Montana,00761,-16.65987900,-6.91278550
338,Charles Novak,65,787 Ward Road,Lake Jennifer,Florida,32686,-167.94363400,-31.92022850
341,Kathryn Garcia,41,675 Miller Ranch Apt. 761,Vasquezberg,South Dakota,22425,76.14817500,-23.82663650
342,Christina Kim,48,9735 Li Flats Apt. 753,Fergusonchester,Kentucky,30159,39.90937000,65.17576950
344,Victoria Smith,72,497 Amanda Way Apt. 870,South Adamburgh,Oregon,01394,103.60951700,83.60667050
347,Nicole Barr,72,08183 Matthew Islands,Sarahville,Kentucky,71038,-94.21084800,-58.08991800
348,Jennifer Garcia,76,9782 Lisa Gardens,West Johnathanport,South Carolina,58253,45.04935100,41.30734350
350,Courtney Robbins,77,449 Stephanie Well Apt. 664,North Kimberly,Montana,04005,130.89695300,1.24976700
351,Jerry Hood,42,673 Lindsey Plains Suite 720,Morganland,Minnesota,85814,91.18257600,4.00846200
355,Alex Price,50,206 Powers Mount,New Teresaport,Washington,82839,-67.26107900,-44.02218450
358,Ashley Peterson,51,512 Travis Hill Suite 323,Smithchester,Utah,08800,-119.59953900,-78.83327850
361,Mason Peterson,61,6826 Alicia Extension,South Steveton,Utah,63172,-75.58025100,-42.92834600
362,Jeffrey Brewer,43,625 Noble Ferry,Port Karenhaven,Tennessee,96064,-111.20321100,-78.27358550
364,Jessica Charles,44,26376 Miller Radial,Richmondtown,Maryland,13947,36.49896000,-24.29214250
365,Michael Williams,45,887 Ashley Stravenue,Paulamouth,Illinois,09021,77.35177400,53.05987250
367,Michelle Phillips,67,056 Coleman Wells Apt. 229,New Christinamouth,Tennessee,20648,118.24635800,45.80434100
369,Christina Ross,64,3107 Justin Mews,West Shaneton,Tennessee,69971,8.15213900,10.76053750
370,Maureen Bryant,52,633 Tracey Fields,Kevinberg,Kansas,67632,-58.63340500,-31.77031700
371,Joy Adkins,68,7422 Flores Prairie Apt. 145,Angelaburgh,Florida,31395,-78.21901600,-82.02020800
373,Sarah Huff,69,1579 Wells Meadow Suite 386,North Michelle,New Jersey,93878,-35.65231700,-40.55066550
374,James Anderson,70,13962 Kimberly Drives Suite 026,Perezview,Connecticut,98987,92.53437400,-81.13366450
375,Tyler Lyons,44,8159 Miranda Manor,East Jessica,Louisiana,32767,-164.72175400,-21.32078950
378,Andrea Nelson,75,26757 May Trail,Port Laurenport,Pennsylvania,27166,-139.92025800,-48.58656450
379,Chad Owen,57,6936 Walter Street,Jonesside,Washington,76135,17.32233100,10.67325850
383,Joshua Fisher,47,45397 Vincent Divide Apt. 473,Adamschester,Nevada,02758,-85.32974400,-57.55852550
385,Gabriel Foster,68,613 Dixon Mission,New Jorgechester,Indiana,35560,-105.17573100,-1.79433700
387,April Wright,80,68663 Bowman Crossroad Suite 843,Port Melissa,New Jersey,99302,29.98556600,46.99772350
389,Jeremy Clayton,60,443 Graves Mountain,West Cassandraport,South Dakota,06242,-139.44187000,13.74074800
390,Luis Thornton,78,091 Sarah Mountains,Shawnamouth,Utah,73390,36.21033000,65.98627100
391,Jerry Burgess,47,472 Murray Prairie,South Joyce,Oklahoma,03701,-56.43494300,-56.29336950
392,Kathleen Cox,71,8540 Danielle Plain,Patrickfort,New Hampshire,24992,-101.33220200,89.60585700
393,Justin Francis,47,501 Jones Junctions Apt. 737,East Sonya,New Mexico,77062,-5.65369100,81.63632750
394,Brianna Stuart,47,0632 Brooke Lodge,North Brandonview,Colorado,56577,10.97413800,77.43457800
396,Douglas Murphy,78,06902 Casey Route,Bowerschester,Wisconsin,56314,-149.68399900,29.03533650
397,David Johnson,64,2933 Taylor Squares,Davidport,Louisiana,44106,-70.17350800,-61.93696000
398,Michaela Hartman,62,86201 Victoria Flat,West Monica,New York,01818,-13.84618400,-17.26709850
400,Thomas Greene,68,18257 Ellis Brook,Millerstad,Maine,36178,-139.02086200,-13.20025600
402,Olivia Patel,44,78081 Peter Points,Sophiaville,North Carolina,77776,146.88248000,58.03437750
403,Brooke Thompson,42,1070 Campbell Ridges,Wongchester,Hawaii,22966,-71.69203200,60.46960400
404,Brandi Bell,75,081 Smith Via Suite 848,Shawbury,New Jersey,30219,115.24724000,-48.91815250
407,Kendra Daniel,64,559 Stephanie Rapids Suite 907,North Michaelmouth,Missouri,36770,127.67600200,43.18111300
408,Walter Patterson,73,918 Navarro Valley,Lewisfort,Vermont,66814,-159.58822400,-67.15007900
409,Kenneth Vasquez,44,94438 Jordan Key Apt. 651,Michelleburgh,Oklahoma,18674,-66.91519600,4.46761400
410,Thomas Wright,55,6461 Fowler Port,Emilyton,North Carolina,14135,-80.69964100,41.80713850
411,Andrew Butler,77,0690 Fuentes Circle Suite 399,Youngbury,California,33928,27.97295600,35.23790900
412,Donald Brown,56,47232 Proctor Manors,North Lori,Nevada,79354,-53.77184500,8.03304350
413,Robert Martin,66,04537 Courtney Ways,New Victoria,Idaho,92489,171.62410600,-77.02393950
415,Shane Kennedy,63,9828 Duncan Ramp Apt. 231,New Peggyfort,North Dakota,96050,-24.85444300,21.73190600
417,Jessica Herrera,74,148 Leon Valleys Apt. 381,Julieville,South Carolina,80686,-115.79449900,-42.65343150
